"occupation_name";"country";"state";"count";"hispanic_or_latino_n";"white_n";"black_n";"asian_n";"pacific_islander_n";"american_or_alaskan_native_n";"other_or_multiple_n";"less_than_30yrs_n";"30_to_39_yrs_n";"40_to_49_yrs_n";"50_to_59_yrs_n";"60_or_older_n";"male_n";"female_n";"hispanic_or_latino_percentage";"white_percentage";"black_percentage";"asian_percentage";"pacific Islander_percentage";"american_or_alaskan_native_percentage";"other_or_multiple_percentage";"less_than_30yrs_percentage";"30_to_39_yrs_percentage";"40_to_49_yrs_percentage";"50_to_59_yrs_percentage";"60_or_older_percentage";"male_percentage";"female_percentage"
"Health Practitioner Support Technologists and Technicians";"United States";"Pennsylvania";34871;1713;26799;3816;1188;0;0;1328;13504;8059;5303;5310;2695;6950;27921;4.912;76.852;10.943;3.407;0.0;0.0;3.808;38.726;23.111;15.207;15.228;7.728;19.931;80.069
"Health Practitioner Support Technologists and Technicians";"United States";"South Carolina";13754;423;8636;4243;0;0;0;0;5407;3303;1873;2444;727;2366;11388;3.075;62.789;30.849;0.0;0.0;0.0;0.0;39.312;24.015;13.618;17.769;5.286;17.202;82.798
"Health Practitioner Support Technologists and Technicians";"United States";"Tennessee";17973;655;13488;2980;0;0;0;0;7186;4155;3259;2322;1051;3448;14525;3.644;75.046;16.58;0.0;0.0;0.0;0.0;39.982;23.118;18.133;12.919;5.848;19.184;80.816
"Health Practitioner Support Technologists and Technicians";"United States";"Texas";62651;22637;25888;7998;4166;0;0;1775;24777;16985;10495;7398;2996;13976;48675;36.132;41.321;12.766;6.65;0.0;0.0;2.833;39.548;27.111;16.752;11.808;4.782;22.308;77.692
"Health Practitioner Support Technologists and Technicians";"United States";"Virginia";17886;1113;10801;3733;1168;0;0;1042;7552;4364;2619;2092;1259;3019;14867;6.223;60.388;20.871;6.53;0.0;0.0;5.826;42.223;24.399;14.643;11.696;7.039;16.879;83.121
"Health Practitioner Support Technologists and Technicians";"United States";"Washington";15704;1696;10343;590;1807;0;0;1085;4583;4993;2991;2233;904;3189;12515;10.8;65.862;3.757;11.507;0.0;0.0;6.909;29.184;31.794;19.046;14.219;5.756;20.307;79.693
"Health Practitioner Support Technologists and Technicians";"United States";"Wisconsin";14489;759;12292;901;0;0;0;0;5367;3297;2766;2113;946;1953;12536;5.238;84.837;6.219;0.0;0.0;0.0;0.0;37.042;22.755;19.09;14.583;6.529;13.479;86.521
"Health Practitioner Support Technologists and Technicians";"United States";"All States";783637;119238;470020;108601;48557;1248;4546;31427;303130;202775;129157;98904;49671;165316;618321;15.216;59.979;13.859;6.196;0.159;0.58;4.01;38.682;25.876;16.482;12.621;6.339;21.096;78.904
"Licensed Practical/Vocational Nurses";"United States";"Alabama";11542;0;6115;5000;0;0;0;0;2099;2040;2625;2733;2045;992;10550;0.0;52.98;43.32;0.0;0.0;0.0;0.0;18.186;17.675;22.743;23.679;17.718;8.595;91.405
"Licensed Practical/Vocational Nurses";"United States";"Arizona";7908;1937;4481;855;0;0;348;0;1387;1825;1879;1503;1314;1217;6691;24.494;56.664;10.812;0.0;0.0;4.401;0.0;17.539;23.078;23.761;19.006;16.616;15.389;84.611
"Licensed Practical/Vocational Nurses";"United States";"Arkansas";11026;0;8058;1852;0;0;0;0;2724;2484;2495;2311;1012;1071;9955;0.0;73.082;16.797;0.0;0.0;0.0;0.0;24.705;22.529;22.628;20.96;9.178;9.713;90.287
"Licensed Practical/Vocational Nurses";"United States";"California";81842;29608;18000;11084;20167;517;310;2156;18532;23588;17463;13899;8360;15500;66342;36.177;21.994;13.543;24.641;0.632;0.379;2.634;22.644;28.821;21.337;16.983;10.215;18.939;81.061
"Licensed Practical/Vocational Nurses";"United States";"Colorado";7090;1614;4304;468;304;0;0;0;2092;1502;1313;1277;906;1438;5652;22.764;60.705;6.601;4.288;0.0;0.0;0.0;29.506;21.185;18.519;18.011;12.779;20.282;79.718
"Licensed Practical/Vocational Nurses";"United States";"Connecticut";9921;1373;5007;2978;0;0;0;0;1541;2247;2596;1652;1885;1340;8581;13.839;50.469;30.017;0.0;0.0;0.0;0.0;15.533;22.649;26.167;16.652;19.0;13.507;86.493
"Licensed Practical/Vocational Nurses";"United States";"Florida";50110;7978;20250;19520;877;0;0;1394;8194;10324;12755;10916;7921;5359;44751;15.921;40.411;38.954;1.75;0.0;0.0;2.782;16.352;20.603;25.454;21.784;15.807;10.694;89.306
"Licensed Practical/Vocational Nurses";"United States";"Georgia";22167;713;9501;11295;0;0;0;0;3030;5490;4988;5326;3333;2189;19978;3.216;42.861;50.954;0.0;0.0;0.0;0.0;13.669;24.767;22.502;24.027;15.036;9.875;90.125
"Licensed Practical/Vocational Nurses";"United States";"Illinois";24624;3013;12338;7192;1544;0;0;502;4810;5147;5439;5548;3680;2882;21742;12.236;50.106;29.207;6.27;0.0;0.0;2.039;19.534;20.902;22.088;22.531;14.945;11.704;88.296
"Licensed Practical/Vocational Nurses";"United States";"Indiana";14945;0;11663;2288;0;0;0;0;3303;3729;2803;2933;2177;1829;13116;0.0;78.039;15.309;0.0;0.0;0.0;0.0;22.101;24.951;18.755;19.625;14.567;12.238;87.762
"Licensed Practical/Vocational Nurses";"United States";"Kansas";8317;602;6396;686;0;0;0;0;2017;2065;2072;1021;1142;1252;7065;7.238;76.903;8.248;0.0;0.0;0.0;0.0;24.252;24.829;24.913;12.276;13.731;15.054;84.946
"Licensed Practical/Vocational Nurses";"United States";"Kentucky";9909;0;8324;962;0;0;0;0;1801;2184;2374;2171;1379;1307;8602;0.0;84.004;9.708;0.0;0.0;0.0;0.0;18.175;22.041;23.958;21.909;13.917;13.19;86.81
"Licensed Practical/Vocational Nurses";"United States";"Louisiana";18030;0;8645;8679;0;0;0;0;3699;4336;4800;3286;1909;1179;16851;0.0;47.948;48.136;0.0;0.0;0.0;0.0;20.516;24.049;26.622;18.225;10.588;6.539;93.461
"Licensed Practical/Vocational Nurses";"United States";"Maryland";11613;0;3367;7295;0;0;0;0;1873;2361;2658;2908;1813;1542;10071;0.0;28.993;62.818;0.0;0.0;0.0;0.0;16.128;20.331;22.888;25.041;15.612;13.278;86.722
"Licensed Practical/Vocational Nurses";"United States";"Massachusetts";15993;1283;10258;3200;0;0;0;672;2262;3495;3211;4013;3012;2384;13609;8.022;64.141;20.009;0.0;0.0;0.0;4.202;14.144;21.853;20.078;25.092;18.833;14.907;85.093
"Licensed Practical/Vocational Nurses";"United States";"Michigan";17256;655;10419;5405;461;0;0;0;4651;4079;3094;3232;2200;1580;15676;3.796;60.379;31.322;2.672;0.0;0.0;0.0;26.953;23.638;17.93;18.73;12.749;9.156;90.844
"Licensed Practical/Vocational Nurses";"United States";"Minnesota";16431;408;12682;2673;0;0;322;0;3986;3063;3431;3435;2516;1400;15031;2.483;77.183;16.268;0.0;0.0;1.96;0.0;24.259;18.642;20.881;20.906;15.313;8.52;91.48
"Licensed Practical/Vocational Nurses";"United States";"Mississippi";10098;0;4760;5227;0;0;0;0;1611;3533;1791;2193;970;737;9361;0.0;47.138;51.763;0.0;0.0;0.0;0.0;15.954;34.987;17.736;21.717;9.606;7.298;92.702
"Licensed Practical/Vocational Nurses";"United States";"Missouri";18001;565;12602;4074;0;0;0;641;4153;4950;3222;3477;2199;2085;15916;3.139;70.007;22.632;0.0;0.0;0.0;3.561;23.071;27.498;17.899;19.316;12.216;11.583;88.417
"Licensed Practical/Vocational Nurses";"United States";"Nevada";3497;605;1386;891;450;0;0;0;570;611;965;852;0;637;2860;17.301;39.634;25.479;12.868;0.0;0.0;0.0;16.3;17.472;27.595;24.364;0.0;18.216;81.784
"Licensed Practical/Vocational Nurses";"United States";"New Jersey";20014;2351;7582;8382;1117;0;0;530;3747;4015;4819;4708;2725;2425;17589;11.747;37.883;41.881;5.581;0.0;0.0;2.648;18.722;20.061;24.078;23.524;13.615;12.117;87.883
"Licensed Practical/Vocational Nurses";"United States";"New York";53687;5984;23977;17809;3519;0;0;2142;9203;10778;12516;13340;7850;6710;46977;11.146;44.661;33.172;6.555;0.0;0.0;3.99;17.142;20.076;23.313;24.848;14.622;12.498;87.502
"Licensed Practical/Vocational Nurses";"United States";"North Carolina";20739;804;10839;8205;0;0;444;0;2996;5159;4875;4427;3282;1974;18765;3.877;52.264;39.563;0.0;0.0;2.141;0.0;14.446;24.876;23.506;21.346;15.825;9.518;90.482
"Licensed Practical/Vocational Nurses";"United States";"Ohio";39022;1051;27838;8654;0;0;0;1307;8431;9081;9606;6962;4942;3300;35722;2.693;71.339;22.177;0.0;0.0;0.0;3.349;21.606;23.271;24.617;17.841;12.665;8.457;91.543
"Licensed Practical/Vocational Nurses";"United States";"Oklahoma";11853;597;7251;1634;0;437;1065;815;2671;2778;2661;2554;1189;1665;10188;5.037;61.174;13.786;0.0;3.687;8.985;6.876;22.534;23.437;22.45;21.547;10.031;14.047;85.953
"Licensed Practical/Vocational Nurses";"United States";"Pennsylvania";43977;2140;31440;8337;659;0;0;1401;8215;9029;9626;9941;7166;4607;39370;4.866;71.492;18.958;1.499;0.0;0.0;3.186;18.68;20.531;21.889;22.605;16.295;10.476;89.524
"Licensed Practical/Vocational Nurses";"United States";"South Carolina";11114;427;5453;4894;0;0;0;0;2247;1906;2676;2506;1779;560;10554;3.842;49.064;44.035;0.0;0.0;0.0;0.0;20.218;17.15;24.078;22.548;16.007;5.039;94.961
"Licensed Practical/Vocational Nurses";"United States";"Tennessee";24499;373;18776;4769;0;0;0;414;4787;6010;5795;4406;3501;2481;22018;1.523;76.64;19.466;0.0;0.0;0.0;1.69;19.54;24.532;23.654;17.984;14.29;10.127;89.873
"Licensed Practical/Vocational Nurses";"United States";"Texas";69057;22641;24171;18457;2120;0;0;1382;14340;17035;15978;12816;8888;9279;59778;32.786;35.002;26.727;3.07;0.0;0.0;2.001;20.765;24.668;23.137;18.559;12.871;13.437;86.563
"Licensed Practical/Vocational Nurses";"United States";"Virginia";21507;1340;10151;8648;416;0;0;907;4296;4869;3690;4867;3785;1842;19665;6.231;47.199;40.21;1.934;0.0;0.0;4.217;19.975;22.639;17.157;22.63;17.599;8.565;91.435
"Licensed Practical/Vocational Nurses";"United States";"Washington";8696;768;5226;1227;1076;0;0;0;1609;1675;1523;2177;1712;1716;6980;8.832;60.097;14.11;12.374;0.0;0.0;0.0;18.503;19.262;17.514;25.034;19.687;19.733;80.267
"Licensed Practical/Vocational Nurses";"United States";"Wisconsin";10979;0;8532;1376;0;0;0;0;2183;2202;1857;2643;2094;1437;9542;0.0;77.712;12.533;0.0;0.0;0.0;0.0;19.883;20.056;16.914;24.073;19.073;13.089;86.911
"Licensed Practical/Vocational Nurses";"United States";"All States";757983;95881;399577;198930;37432;1658;4348;20157;152486;173948;168303;155352;107894;92136;665847;12.649;52.716;26.245;4.938;0.219;0.574;2.659;20.117;22.949;22.204;20.495;14.234;12.155;87.845
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Alabama";4896;0;2650;1911;0;0;0;0;1133;1542;820;865;536;770;4126;0.0;54.126;39.032;0.0;0.0;0.0;0.0;23.141;31.495;16.748;17.667;10.948;15.727;84.273
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Arizona";6792;1320;3849;815;474;0;0;0;1559;1747;1083;1387;1016;2378;4414;19.435;56.67;11.999;6.979;0.0;0.0;0.0;22.953;25.721;15.945;20.421;14.959;35.012;64.988
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"California";31349;9022;7683;2473;10642;0;0;1263;7833;7680;6170;5981;3685;12116;19233;28.779;24.508;7.889;33.947;0.0;0.0;4.029;24.986;24.498;19.682;19.079;11.755;38.649;61.351
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Florida";21989;5275;9933;4088;1691;0;0;834;4270;4707;4065;5089;3858;6691;15298;23.989;45.173;18.591;7.69;0.0;0.0;3.793;19.419;21.406;18.487;23.143;17.545;30.429;69.571
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Georgia";11826;424;4770;5702;763;0;0;0;2305;2788;2584;2630;1519;2681;9145;3.585;40.335;48.216;6.452;0.0;0.0;0.0;19.491;23.575;21.85;22.239;12.845;22.67;77.33
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Illinois";11584;1256;7021;1398;1664;0;0;0;3280;2102;1730;2423;2049;3186;8398;10.843;60.609;12.068;14.365;0.0;0.0;0.0;28.315;18.146;14.934;20.917;17.688;27.503;72.497
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Indiana";5751;0;4288;545;0;0;0;0;1268;1333;1096;1104;950;1215;4536;0.0;74.561;9.477;0.0;0.0;0.0;0.0;22.048;23.179;19.058;19.197;16.519;21.127;78.873
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Louisiana";4562;0;2826;1305;0;0;0;0;1209;943;1043;639;728;991;3571;0.0;61.947;28.606;0.0;0.0;0.0;0.0;26.502;20.671;22.863;14.007;15.958;21.723;78.277
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Maryland";6488;0;2295;2448;1070;0;0;0;1765;1006;1340;1599;778;1837;4651;0.0;35.373;37.731;16.492;0.0;0.0;0.0;27.204;15.506;20.654;24.645;11.991;28.314;71.686
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Massachusetts";9699;897;6447;876;1091;0;0;0;2802;1627;1295;2104;1871;2643;7056;9.248;66.471;9.032;11.249;0.0;0.0;0.0;28.89;16.775;13.352;21.693;19.291;27.25;72.75
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Michigan";10451;497;7695;1196;478;0;0;480;2937;2289;1894;1643;1688;2296;8155;4.756;73.629;11.444;4.574;0.0;0.0;4.593;28.103;21.902;18.123;15.721;16.152;21.969;78.031
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"New Jersey";11440;1813;4512;2038;2802;0;0;0;2223;2688;2201;1930;2398;3424;8016;15.848;39.441;17.815;24.493;0.0;0.0;0.0;19.432;23.497;19.24;16.871;20.962;29.93;70.07
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"New York";21209;3323;9280;3145;4528;0;0;879;4262;4910;4079;4670;3288;8085;13124;15.668;43.755;14.829;21.349;0.0;0.0;4.144;20.095;23.151;19.232;22.019;15.503;38.121;61.879
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"North Carolina";13573;658;7363;3914;773;0;0;561;3045;3483;2529;2872;1644;3165;10408;4.848;54.247;28.837;5.695;0.0;0.0;4.133;22.434;25.661;18.633;21.16;12.112;23.318;76.682
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Ohio";13203;660;9730;1496;734;0;0;0;3443;2863;2517;2194;2186;2717;10486;4.999;73.695;11.331;5.559;0.0;0.0;0.0;26.077;21.684;19.064;16.617;16.557;20.579;79.421
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Pennsylvania";14187;578;10890;1931;540;0;0;243;2750;2527;2521;3508;2881;2889;11298;4.074;76.76;13.611;3.806;0.0;0.0;1.713;19.384;17.812;17.77;24.727;20.307;20.364;79.636
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Texas";25844;8383;9013;4870;3031;0;0;0;6922;6716;4551;4638;3017;6797;19047;32.437;34.875;18.844;11.728;0.0;0.0;0.0;26.784;25.987;17.61;17.946;11.674;26.3;73.7
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"Virginia";8539;907;4538;2023;995;0;0;0;2432;2517;1114;1475;1001;2195;6344;10.622;53.144;23.691;11.652;0.0;0.0;0.0;28.481;29.477;13.046;17.274;11.723;25.706;74.294
"Medical and Clinical Laboratory Technologists & Technicians";"United States";"All States";338429;44058;187184;54391;40156;722;1486;10432;82862;76776;64233;65194;49364;94830;243599;13.018;55.31;16.072;11.865;0.213;0.439;3.082;24.484;22.686;18.98;19.264;14.586;28.021;71.979
"Medical Assistants";"United States";"Arizona";15652;8290;5150;619;0;0;729;0;6640;4242;2808;1100;862;1558;14094;52.964;32.903;3.955;0.0;0.0;4.658;0.0;42.423;27.102;17.94;7.028;5.507;9.954;90.046
"Medical Assistants";"United States";"California";86808;51899;16431;4995;10759;490;0;2120;36285;23992;14217;8170;4144;9995;76813;59.786;18.928;5.754;12.394;0.564;0.0;2.442;41.799;27.638;16.378;9.412;4.774;11.514;88.486
"Medical Assistants";"United States";"Florida";45156;17857;17314;8270;716;0;0;981;13898;11937;10383;6198;2740;5769;39387;39.545;38.343;18.314;1.586;0.0;0.0;2.172;30.778;26.435;22.994;13.726;6.068;12.776;87.224
"Medical Assistants";"United States";"Georgia";17290;1927;7894;6351;777;0;0;0;4881;4767;4358;2437;847;1379;15911;11.145;45.656;36.732;4.494;0.0;0.0;0.0;28.23;27.571;25.205;14.095;4.899;7.976;92.024
"Medical Assistants";"United States";"Illinois";19776;5509;9435;3675;541;0;0;603;6789;6278;3351;2491;867;1484;18292;27.857;47.709;18.583;2.736;0.0;0.0;3.049;34.329;31.746;16.945;12.596;4.384;7.504;92.496
"Medical Assistants";"United States";"Indiana";11934;948;8775;1686;0;0;0;0;3840;3557;2309;1779;449;384;11550;7.944;73.529;14.128;0.0;0.0;0.0;0.0;32.177;29.806;19.348;14.907;3.762;3.218;96.782
"Medical Assistants";"United States";"Louisiana";7806;369;4605;2525;0;0;0;0;2985;2236;1567;743;0;815;6991;4.727;58.993;32.347;0.0;0.0;0.0;0.0;38.24;28.645;20.074;9.518;0.0;10.441;89.559
"Medical Assistants";"United States";"Maryland";10841;1293;4526;4126;516;0;0;367;3563;3364;2077;1059;778;1408;9433;11.927;41.749;38.059;4.76;0.0;0.0;3.385;32.866;31.03;19.159;9.768;7.176;12.988;87.012
"Medical Assistants";"United States";"Massachusetts";13805;2931;7826;1413;663;0;0;911;4462;3829;2183;2365;966;1502;12303;21.231;56.69;10.235;4.803;0.0;0.0;6.599;32.322;27.736;15.813;17.131;6.997;10.88;89.12
"Medical Assistants";"United States";"Michigan";24539;2031;17504;3547;589;0;0;766;7667;7410;4553;3742;1167;1409;23130;8.277;71.331;14.455;2.4;0.0;0.0;3.122;31.244;30.197;18.554;15.249;4.756;5.742;94.258
"Medical Assistants";"United States";"New Jersey";17249;5949;7401;2439;1296;0;0;0;6526;4771;2969;1894;1089;1235;16014;34.489;42.907;14.14;7.513;0.0;0.0;0.0;37.834;27.66;17.213;10.98;6.313;7.16;92.84
"Medical Assistants";"United States";"New York";33552;12175;12226;5272;2799;0;0;1048;11254;9533;5996;4738;2031;4039;29513;36.287;36.439;15.713;8.342;0.0;0.0;3.124;33.542;28.413;17.871;14.121;6.053;12.038;87.962
"Medical Assistants";"United States";"North Carolina";17618;1952;9956;4856;0;0;0;530;5617;4904;3995;2345;757;2465;15153;11.08;56.51;27.563;0.0;0.0;0.0;3.008;31.882;27.835;22.676;13.31;4.297;13.991;86.009
"Medical Assistants";"United States";"Ohio";21385;1011;16767;2498;0;0;0;598;5531;6506;4502;3340;1506;1271;20114;4.728;78.405;11.681;0.0;0.0;0.0;2.796;25.864;30.423;21.052;15.618;7.042;5.943;94.057
"Medical Assistants";"United States";"Pennsylvania";20865;2651;14261;3199;0;0;0;587;6591;5498;4154;2790;1832;1195;19670;12.705;68.349;15.332;0.0;0.0;0.0;2.813;31.589;26.35;19.909;13.372;8.78;5.727;94.273
"Medical Assistants";"United States";"Texas";50635;30287;11671;6011;1371;0;0;1147;19943;16638;8510;3844;1700;5086;45549;59.814;23.049;11.871;2.708;0.0;0.0;2.265;39.386;32.859;16.807;7.592;3.357;10.044;89.956
"Medical Assistants";"United States";"Virginia";13629;1849;6574;4032;805;0;0;359;6276;3313;2134;1546;360;2122;11507;13.567;48.235;29.584;5.907;0.0;0.0;2.634;46.049;24.308;15.658;11.343;2.641;15.57;84.43
"Medical Assistants";"United States";"Washington";15244;2349;9034;738;1657;0;0;1265;4979;4513;3161;1799;792;1679;13565;15.409;59.263;4.841;10.87;0.0;0.0;8.298;32.662;29.605;20.736;11.801;5.195;11.014;88.986
"Medical Assistants";"United States";"All States";593646;172791;286495;83290;29107;1015;3057;17891;209774;167347;112102;71928;32495;56302;537344;29.107;48.26;14.03;4.903;0.171;0.515;3.014;35.337;28.19;18.884;12.116;5.474;9.484;90.516
"Medical Records & Health Information Technicians";"United States";"California";17320;5590;5285;1333;4154;0;0;776;2857;4125;4204;4108;2026;3470;13850;32.275;30.514;7.696;23.984;0.0;0.0;4.48;16.495;23.816;24.273;23.718;11.697;20.035;79.965
"Medical Records & Health Information Technicians";"United States";"Florida";14060;3666;7387;2432;0;0;0;0;1973;2666;3755;3042;2624;1732;12328;26.074;52.539;17.297;0.0;0.0;0.0;0.0;14.033;18.962;26.707;21.636;18.663;12.319;87.681
"Medical Records & Health Information Technicians";"United States";"Illinois";7924;863;4800;1799;374;0;0;0;1071;1784;1502;2133;1434;740;7184;10.891;60.575;22.703;4.72;0.0;0.0;0.0;13.516;22.514;18.955;26.918;18.097;9.339;90.661
"Medical Records & Health Information Technicians";"United States";"New York";11442;2422;5879;2114;870;0;0;0;1929;2782;1758;2923;2050;1814;9628;21.168;51.381;18.476;7.604;0.0;0.0;0.0;16.859;24.314;15.364;25.546;17.916;15.854;84.146
"Medical Records & Health Information Technicians";"United States";"Texas";13279;4068;6378;1902;748;0;0;0;2125;2378;3187;3029;2560;1652;11627;30.635;48.031;14.323;5.633;0.0;0.0;0.0;16.003;17.908;24.0;22.81;19.279;12.441;87.559
"Medical Records & Health Information Technicians";"United States";"All States";191300;24969;121599;27482;9957;581;1880;4832;24029;40434;46202;48271;32364;19497;171803;13.052;63.565;14.366;5.205;0.304;0.983;2.526;12.561;21.136;24.152;25.233;16.918;10.192;89.808
"Medical Transcriptionists";"United States";"All States";51856;5709;35433;2855;5980;0;0;1648;26120;5124;4288;7663;8661;9943;41913;11.009;68.33;5.506;11.532;0.0;0.0;3.178;50.37;9.881;8.269;14.777;16.702;19.174;80.826
"Nursing, Psychiatric and Home Health Aides";"United States";"Alabama";28141;435;10717;16475;0;0;0;0;10408;7504;4517;3745;1967;2989;25152;1.546;38.083;58.544;0.0;0.0;0.0;0.0;36.985;26.666;16.051;13.308;6.99;10.622;89.378
"Nursing, Psychiatric and Home Health Aides";"United States";"Arizona";23400;8039;8871;2805;704;0;1820;995;8577;4963;3229;4326;2305;5181;18219;34.355;37.91;11.987;3.009;0.0;7.778;4.252;36.654;21.209;13.799;18.487;9.85;22.141;77.859
"Nursing, Psychiatric and Home Health Aides";"United States";"Arkansas";21807;860;12810;7013;0;0;0;862;7635;5443;3810;3148;1771;2159;19648;3.944;58.743;32.159;0.0;0.0;0.0;3.953;35.012;24.96;17.471;14.436;8.121;9.9;90.1
"Nursing, Psychiatric and Home Health Aides";"United States";"California";148195;60930;27594;19595;33617;1146;530;4783;37163;29502;28452;31605;21473;31576;116619;41.115;18.62;13.222;22.684;0.773;0.358;3.228;25.077;19.908;19.199;21.327;14.49;21.307;78.693
"Nursing, Psychiatric and Home Health Aides";"United States";"Colorado";26922;7812;13320;3561;1088;0;297;724;9066;5257;5217;3953;3429;3962;22960;29.017;49.476;13.227;4.041;0.0;1.103;2.689;33.675;19.527;19.378;14.683;12.737;14.717;85.283
"Nursing, Psychiatric and Home Health Aides";"United States";"Connecticut";29972;7082;9570;11877;753;0;0;654;7404;6270;5750;6651;3897;3971;26001;23.629;31.93;39.627;2.512;0.0;0.0;2.182;24.703;20.92;19.185;22.191;13.002;13.249;86.751
"Nursing, Psychiatric and Home Health Aides";"United States";"Delaware";6884;651;2096;3843;0;0;0;0;1765;1424;1832;1214;649;770;6114;9.457;30.447;55.825;0.0;0.0;0.0;0.0;25.639;20.686;26.612;17.635;9.428;11.185;88.815
"Nursing, Psychiatric and Home Health Aides";"United States";"Florida";136582;30265;31179;68352;3024;0;0;3547;26743;25275;29492;33714;21358;14564;122018;22.159;22.828;50.045;2.214;0.0;0.0;2.597;19.58;18.505;21.593;24.684;15.637;10.663;89.337
"Nursing, Psychiatric and Home Health Aides";"United States";"Georgia";50688;1809;11666;34895;874;0;0;1318;14655;11958;9790;8503;5782;5004;45684;3.569;23.015;68.843;1.724;0.0;0.0;2.6;28.912;23.591;19.314;16.775;11.407;9.872;90.128
"Nursing, Psychiatric and Home Health Aides";"United States";"Illinois";85917;12292;35297;30900;5627;0;0;1696;28189;18003;14892;14937;9896;8964;76953;14.307;41.083;35.965;6.549;0.0;0.0;1.974;32.81;20.954;17.333;17.385;11.518;10.433;89.567
"Nursing, Psychiatric and Home Health Aides";"United States";"Indiana";42444;1696;28393;10519;681;0;0;1085;17425;8565;7346;5619;3489;3885;38559;3.996;66.895;24.783;1.604;0.0;0.0;2.556;41.054;20.18;17.308;13.239;8.22;9.153;90.847
"Nursing, Psychiatric and Home Health Aides";"United States";"Iowa";22600;1358;18685;1652;0;0;0;433;10161;4134;3355;2779;2171;1612;20988;6.009;82.677;7.31;0.0;0.0;0.0;1.916;44.96;18.292;14.845;12.296;9.606;7.133;92.867
"Nursing, Psychiatric and Home Health Aides";"United States";"Kansas";23736;2331;16652;3118;0;0;0;1177;10531;4943;3415;2830;2017;2459;21277;9.821;70.155;13.136;0.0;0.0;0.0;4.959;44.367;20.825;14.387;11.923;8.498;10.36;89.64
"Nursing, Psychiatric and Home Health Aides";"United States";"Maryland";33590;1043;6582;24082;976;0;0;841;8395;8124;5901;7148;4022;3569;30021;3.105;19.595;71.694;2.906;0.0;0.0;2.504;24.993;24.186;17.568;21.28;11.974;10.625;89.375
"Nursing, Psychiatric and Home Health Aides";"United States";"Massachusetts";61485;12022;25075;19375;1673;0;0;3254;17023;11028;11749;13494;8191;7574;53911;19.553;40.782;31.512;2.721;0.0;0.0;5.292;27.686;17.936;19.109;21.947;13.322;12.318;87.682
"Nursing, Psychiatric and Home Health Aides";"United States";"Michigan";66861;2844;39287;20884;1413;0;137;2296;25675;14034;11130;9990;6032;8886;57975;4.254;58.759;31.235;2.113;0.0;0.205;3.434;38.401;20.99;16.646;14.941;9.022;13.29;86.71
"Nursing, Psychiatric and Home Health Aides";"United States";"Minnesota";45124;3039;25674;11906;2503;0;232;1770;17802;9498;7734;6192;3898;7163;37961;6.735;56.897;26.385;5.547;0.0;0.514;3.923;39.451;21.049;17.139;13.722;8.638;15.874;84.126
"Nursing, Psychiatric and Home Health Aides";"United States";"Missouri";46278;993;27373;15677;491;0;0;1441;17597;9952;7327;6993;4409;5990;40288;2.146;59.149;33.876;1.061;0.0;0.0;3.114;38.025;21.505;15.833;15.111;9.527;12.944;87.056
"Nursing, Psychiatric and Home Health Aides";"United States";"Nebraska";15078;2002;10585;1325;0;0;242;0;7063;2895;2241;1852;1027;1912;13166;13.278;70.202;8.788;0.0;0.0;1.605;0.0;46.843;19.2;14.863;12.283;6.811;12.681;87.319
"Nursing, Psychiatric and Home Health Aides";"United States";"Nevada";10201;2771;2632;2410;1705;0;0;0;2996;1897;2258;1991;1059;1736;8465;27.164;25.801;23.625;16.714;0.0;0.0;0.0;29.37;18.596;22.135;19.518;10.381;17.018;82.982
"Nursing, Psychiatric and Home Health Aides";"United States";"New Jersey";58600;13520;11132;28415;3595;0;0;1726;11003;9514;12756;14940;10387;8327;50273;23.072;18.997;48.49;6.135;0.0;0.0;2.945;18.776;16.235;21.768;25.495;17.725;14.21;85.79
"Nursing, Psychiatric and Home Health Aides";"United States";"New York";283540;78619;56047;102925;33621;0;402;11789;43645;49343;62363;77988;50201;33876;249664;27.728;19.767;36.3;11.858;0.0;0.142;4.158;15.393;17.402;21.994;27.505;17.705;11.948;88.052
"Nursing, Psychiatric and Home Health Aides";"United States";"North Carolina";71738;2590;30502;34550;868;0;1399;1829;20027;14600;14269;12879;9963;7472;64266;3.61;42.519;48.161;1.21;0.0;1.95;2.55;27.917;20.352;19.89;17.953;13.888;10.416;89.584
