occupation_name,country,state,count,hispanic_or_latino_n,white_n,black_n,asian_n,pacific_islander_n,american_or_alaskan_native_n,other_or_multiple_n,less_than_30yrs_n,30_to_39_yrs_n,40_to_49_yrs_n,50_to_59_yrs_n,60_or_older_n,male_n,female_n,hispanic_or_latino_percentage,white_percentage,black_percentage,asian_percentage,pacific Islander_percentage,american_or_alaskan_native_percentage,other_or_multiple_percentage,less_than_30yrs_percentage,30_to_39_yrs_percentage,40_to_49_yrs_percentage,50_to_59_yrs_percentage,60_or_older_percentage,male_percentage,female_percentage
Health Practitioner Support Technologists and Technicians,United States,Maine,3764,0,3429,,,0,,,1228,817,790,543,386,567,3197,,91.1,,,,,,32.625,21.706,20.988,14.426,10.255,15.064,84.936
Health Practitioner Support Technologists and Technicians,United States,Maryland,13829,1172,6483,4748,975,0,,451,5661,3294,2145,1518,1211,2284,11545,8.475,46.88,34.334,7.05,,,3.261,40.936,23.82,15.511,10.977,8.757,16.516,83.484
Health Practitioner Support Technologists and Technicians,United States,Massachusetts,16471,1764,11173,1540,1139,0,,851,6300,4135,2450,2055,1531,3983,12488,10.71,67.834,9.35,6.915,,,5.167,38.249,25.105,14.875,12.476,9.295,24.182,75.818
Health Practitioner Support Technologists and Technicians,United States,Michigan,26012,1690,19591,2932,726,0,,993,11681,5379,4158,3505,1289,3637,22375,6.497,75.315,11.272,2.791,,,3.817,44.906,20.679,15.985,13.475,4.955,13.982,86.018
Health Practitioner Support Technologists and Technicians,United States,Minnesota,15544,0,12124,716,1471,0,,716,5726,3844,2516,2375,1083,2857,12687,,77.998,4.606,9.463,,,4.606,36.837,24.73,16.186,15.279,6.967,18.38,81.62
Health Practitioner Support Technologists and Technicians,United States,Mississippi,6848,0,4153,2069,,0,,,2816,1961,1014,693,364,1000,5848,,60.645,30.213,,,,,41.121,28.636,14.807,10.12,5.315,14.603,85.397
Health Practitioner Support Technologists and Technicians,United States,Missouri,19922,0,14799,3487,435,0,,689,9115,4605,2789,2235,1178,4145,15777,,74.285,17.503,2.184,,,3.458,45.753,23.115,14,11.219,5.913,20.806,79.194
Health Practitioner Support Technologists and Technicians,United States,Montana,3029,0,2564,,,0,,,1263,743,409,,,520,2509,,84.648,,,,,,41.697,24.53,13.503,,,17.167,82.833
Health Practitioner Support Technologists and Technicians,United States,Nebraska,4309,0,3765,,,0,,,1635,1034,777,520,343,694,3615,,87.375,,,,,,37.944,23.996,18.032,12.068,7.96,16.106,83.894
Health Practitioner Support Technologists and Technicians,United States,Nevada,6215,1636,2939,608,609,0,,,2256,1848,1283,525,303,1507,4708,26.323,47.289,9.783,9.799,,,,36.299,29.735,20.644,8.447,4.875,24.248,75.752
Health Practitioner Support Technologists and Technicians,United States,New Hampshire,4137,0,3768,,,0,,,1768,935,694,572,,1046,3091,,91.08,,,,,,42.736,22.601,16.775,13.826,,25.284,74.716
Health Practitioner Support Technologists and Technicians,United States,New Jersey,17812,3486,9562,1907,2587,0,,,7024,4257,3006,2326,1199,4080,13732,19.571,53.683,10.706,14.524,,,,39.434,23.9,16.876,13.059,6.731,22.906,77.094
Health Practitioner Support Technologists and Technicians,United States,New Mexico,4288,2179,1403,,,0,,,1291,1235,1197,295,,1208,3080,50.816,32.719,,,,,,30.107,28.801,27.915,6.88,,28.172,71.828
Health Practitioner Support Technologists and Technicians,United States,New York,37108,5226,19302,6256,4603,0,,1640,13860,10381,4835,5543,2489,10251,26857,14.083,52.016,16.859,12.404,,,4.42,37.35,27.975,13.03,14.937,6.707,27.625,72.375
Health Practitioner Support Technologists and Technicians,United States,North Carolina,28512,1002,18054,6724,545,0,419,1735,10817,7776,4719,3093,2107,5699,22813,3.514,63.321,23.583,1.911,,1.47,6.085,37.938,27.273,16.551,10.848,7.39,19.988,80.012
Health Practitioner Support Technologists and Technicians,United States,North Dakota,2005,0,1588,,,0,,,723,,261,303,,,1968,,79.202,,,,,,36.06,,13.017,15.112,,,98.155
Health Practitioner Support Technologists and Technicians,United States,Ohio,33302,847,25725,4630,522,0,,1465,13186,8348,5021,4396,2351,5879,27423,2.543,77.248,13.903,1.567,,,4.399,39.595,25.068,15.077,13.2,7.06,17.654,82.346
Health Practitioner Support Technologists and Technicians,United States,Oklahoma,10166,761,6741,981,,0,449,1016,3563,2948,1713,1148,794,2080,8086,7.486,66.309,9.65,,,4.417,9.994,35.048,28.999,16.85,11.293,7.81,20.46,79.54
Health Practitioner Support Technologists and Technicians,United States,Oregon,10309,1669,7018,,626,0,,771,3688,2941,1672,1341,667,2426,7883,16.19,68.076,,6.072,,,7.479,35.775,28.528,16.219,13.008,6.47,23.533,76.467
Health Practitioner Support Technologists and Technicians,United States,Pennsylvania,34871,1713,26799,3816,1188,0,,1328,13504,8059,5303,5310,2695,6950,27921,4.912,76.852,10.943,3.407,,,3.808,38.726,23.111,15.207,15.228,7.728,19.931,80.069
Health Practitioner Support Technologists and Technicians,United States,Rhode Island,2710,0,2155,,,0,,,1321,557,394,247,,622,2088,,79.52,,,,,,48.745,20.554,14.539,9.114,,22.952,77.048
Health Practitioner Support Technologists and Technicians,United States,South Carolina,13754,423,8636,4243,,0,,,5407,3303,1873,2444,727,2366,11388,3.075,62.789,30.849,,,,,39.312,24.015,13.618,17.769,5.286,17.202,82.798
Health Practitioner Support Technologists and Technicians,United States,South Dakota,2621,0,2382,,,0,,,698,658,,,,,2449,,90.881,,,,,,26.631,25.105,,,,,93.438
Health Practitioner Support Technologists and Technicians,United States,Tennessee,17973,655,13488,2980,,0,,,7186,4155,3259,2322,1051,3448,14525,3.644,75.046,16.58,,,,,39.982,23.118,18.133,12.919,5.848,19.184,80.816
Health Practitioner Support Technologists and Technicians,United States,Texas,62651,22637,25888,7998,4166,0,,1775,24777,16985,10495,7398,2996,13976,48675,36.132,41.321,12.766,6.65,,,2.833,39.548,27.111,16.752,11.808,4.782,22.308,77.692
Health Practitioner Support Technologists and Technicians,United States,Utah,8644,1106,6727,,,0,,,4417,2093,1303,594,237,2404,6240,12.795,77.823,,,,,,51.099,24.213,15.074,6.872,2.742,27.811,72.189
Health Practitioner Support Technologists and Technicians,United States,Vermont,1561,0,1355,,,0,,,715,203,,199,,,1307,,86.803,,,,,,45.804,13.004,,12.748,,,83.728
Health Practitioner Support Technologists and Technicians,United States,Virginia,17886,1113,10801,3733,1168,0,,1042,7552,4364,2619,2092,1259,3019,14867,6.223,60.388,20.871,6.53,,,5.826,42.223,24.399,14.643,11.696,7.039,16.879,83.121
Health Practitioner Support Technologists and Technicians,United States,Washington,15704,1696,10343,590,1807,0,,1085,4583,4993,2991,2233,904,3189,12515,10.8,65.862,3.757,11.507,,,6.909,29.184,31.794,19.046,14.219,5.756,20.307,79.693
Health Practitioner Support Technologists and Technicians,United States,West Virginia,5522,0,5211,,,0,,,2379,1485,760,660,238,889,4633,,94.368,,,,,,43.082,26.892,13.763,11.952,4.31,16.099,83.901
Health Practitioner Support Technologists and Technicians,United States,Wisconsin,14489,759,12292,901,,0,,,5367,3297,2766,2113,946,1953,12536,5.238,84.837,6.219,,,,,37.042,22.755,19.09,14.583,6.529,13.479,86.521
Health Practitioner Support Technologists and Technicians,United States,Wyoming,1677,0,1260,,,0,,,419,503,390,,,,1281,,75.134,,,,,,24.985,29.994,23.256,,,,76.386
Health Practitioner Support Technologists and Technicians,United States,All States,783637,119238,470020,108601,48557,1248,4546,31427,303130,202775,129157,98904,49671,165316,618321,15.216,59.979,13.859,6.196,0.159,0.58,4.01,38.682,25.876,16.482,12.621,6.339,21.096,78.904
Licensed Practical/Vocational Nurses,United States,Alabama,11542,0,6115,5000,,,,,2099,2040,2625,2733,2045,992,10550,,52.98,43.32,,,,,18.186,17.675,22.743,23.679,17.718,8.595,91.405
Licensed Practical/Vocational Nurses,United States,Alaska,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Licensed Practical/Vocational Nurses,United States,Arizona,7908,1937,4481,855,,,348,,1387,1825,1879,1503,1314,1217,6691,24.494,56.664,10.812,,,4.401,,17.539,23.078,23.761,19.006,16.616,15.389,84.611
Licensed Practical/Vocational Nurses,United States,Arkansas,11026,0,8058,1852,,,,,2724,2484,2495,2311,1012,1071,9955,,73.082,16.797,,,,,24.705,22.529,22.628,20.96,9.178,9.713,90.287
Licensed Practical/Vocational Nurses,United States,California,81842,29608,18000,11084,20167,517,310,2156,18532,23588,17463,13899,8360,15500,66342,36.177,21.994,13.543,24.641,0.632,0.379,2.634,22.644,28.821,21.337,16.983,10.215,18.939,81.061
Licensed Practical/Vocational Nurses,United States,Colorado,7090,1614,4304,468,304,,,,2092,1502,1313,1277,906,1438,5652,22.764,60.705,6.601,4.288,,,,29.506,21.185,18.519,18.011,12.779,20.282,79.718
Licensed Practical/Vocational Nurses,United States,Connecticut,9921,1373,5007,2978,,,,,1541,2247,2596,1652,1885,1340,8581,13.839,50.469,30.017,,,,,15.533,22.649,26.167,16.652,19,13.507,86.493
Licensed Practical/Vocational Nurses,United States,Delaware,2448,0,1060,1225,,,,,,638,567,488,,,2171,,43.301,50.041,,,,,,26.062,23.162,19.935,,,88.685
Licensed Practical/Vocational Nurses,United States,District of Columbia,1673,0,,1526,,,,,,650,,,396,,1512,,,91.213,,,,,,38.852,,,23.67,,90.377
Licensed Practical/Vocational Nurses,United States,Florida,50110,7978,20250,19520,877,,,1394,8194,10324,12755,10916,7921,5359,44751,15.921,40.411,38.954,1.75,,,2.782,16.352,20.603,25.454,21.784,15.807,10.694,89.306
Licensed Practical/Vocational Nurses,United States,Georgia,22167,713,9501,11295,,,,,3030,5490,4988,5326,3333,2189,19978,3.216,42.861,50.954,,,,,13.669,24.767,22.502,24.027,15.036,9.875,90.125
Licensed Practical/Vocational Nurses,United States,Hawaii,993,0,,,366,,,,,,,,,,886,,,,36.858,,,,,,,,,,89.225
Licensed Practical/Vocational Nurses,United States,Idaho,2278,0,1834,,,,,,825,,,397,,,1874,,80.509,,,,,,36.216,,,17.428,,,82.265
Licensed Practical/Vocational Nurses,United States,Illinois,24624,3013,12338,7192,1544,,,502,4810,5147,5439,5548,3680,2882,21742,12.236,50.106,29.207,6.27,,,2.039,19.534,20.902,22.088,22.531,14.945,11.704,88.296
Licensed Practical/Vocational Nurses,United States,Indiana,14945,0,11663,2288,,,,,3303,3729,2803,2933,2177,1829,13116,,78.039,15.309,,,,,22.101,24.951,18.755,19.625,14.567,12.238,87.762
Licensed Practical/Vocational Nurses,United States,Iowa,7608,0,6565,,,,,,1678,1101,1828,1507,1494,682,6926,,86.291,,,,,,22.056,14.472,24.027,19.808,19.637,8.964,91.036
Licensed Practical/Vocational Nurses,United States,Kansas,8317,602,6396,686,,,,,2017,2065,2072,1021,1142,1252,7065,7.238,76.903,8.248,,,,,24.252,24.829,24.913,12.276,13.731,15.054,84.946
Licensed Practical/Vocational Nurses,United States,Kentucky,9909,0,8324,962,,,,,1801,2184,2374,2171,1379,1307,8602,,84.004,9.708,,,,,18.175,22.041,23.958,21.909,13.917,13.19,86.81
Licensed Practical/Vocational Nurses,United States,Louisiana,18030,0,8645,8679,,,,,3699,4336,4800,3286,1909,1179,16851,,47.948,48.136,,,,,20.516,24.049,26.622,18.225,10.588,6.539,93.461
Licensed Practical/Vocational Nurses,United States,Maine,2053,0,1669,,,,,,,,,548,457,,1745,,81.296,,,,,,,,,26.693,22.26,,84.998
Licensed Practical/Vocational Nurses,United States,Maryland,11613,0,3367,7295,,,,,1873,2361,2658,2908,1813,1542,10071,,28.993,62.818,,,,,16.128,20.331,22.888,25.041,15.612,13.278,86.722
Licensed Practical/Vocational Nurses,United States,Massachusetts,15993,1283,10258,3200,,,,672,2262,3495,3211,4013,3012,2384,13609,8.022,64.141,20.009,,,,4.202,14.144,21.853,20.078,25.092,18.833,14.907,85.093
Licensed Practical/Vocational Nurses,United States,Michigan,17256,655,10419,5405,461,,,,4651,4079,3094,3232,2200,1580,15676,3.796,60.379,31.322,2.672,,,,26.953,23.638,17.93,18.73,12.749,9.156,90.844
Licensed Practical/Vocational Nurses,United States,Minnesota,16431,408,12682,2673,,,322,,3986,3063,3431,3435,2516,1400,15031,2.483,77.183,16.268,,,1.96,,24.259,18.642,20.881,20.906,15.313,8.52,91.48
Licensed Practical/Vocational Nurses,United States,Mississippi,10098,0,4760,5227,,,,,1611,3533,1791,2193,970,737,9361,,47.138,51.763,,,,,15.954,34.987,17.736,21.717,9.606,7.298,92.702
Licensed Practical/Vocational Nurses,United States,Missouri,18001,565,12602,4074,,,,641,4153,4950,3222,3477,2199,2085,15916,3.139,70.007,22.632,,,,3.561,23.071,27.498,17.899,19.316,12.216,11.583,88.417
Licensed Practical/Vocational Nurses,United States,Montana,1646,0,1467,,,,,,,,,,460,,1544,,89.125,,,,,,,,,,27.947,,93.803
Licensed Practical/Vocational Nurses,United States,Nebraska,4846,821,3470,,,,,,1078,1124,773,1004,867,,4564,16.942,71.605,,,,,,22.245,23.194,15.951,20.718,17.891,,94.181
Licensed Practical/Vocational Nurses,United States,Nevada,3497,605,1386,891,450,,,,570,611,965,852,,637,2860,17.301,39.634,25.479,12.868,,,,16.3,17.472,27.595,24.364,,18.216,81.784
Licensed Practical/Vocational Nurses,United States,New Hampshire,2985,0,2571,,,,,,928,,864,463,386,,2783,,86.131,,,,,,31.089,,28.945,15.511,12.931,,93.233
Licensed Practical/Vocational Nurses,United States,New Jersey,20014,2351,7582,8382,1117,,,530,3747,4015,4819,4708,2725,2425,17589,11.747,37.883,41.881,5.581,,,2.648,18.722,20.061,24.078,23.524,13.615,12.117,87.883
Licensed Practical/Vocational Nurses,United States,New Mexico,2519,1375,688,,,,,,559,,529,229,669,468,2051,54.585,27.312,,,,,,22.191,,21,9.091,26.558,18.579,81.421
Licensed Practical/Vocational Nurses,United States,New York,53687,5984,23977,17809,3519,,,2142,9203,10778,12516,13340,7850,6710,46977,11.146,44.661,33.172,6.555,,,3.99,17.142,20.076,23.313,24.848,14.622,12.498,87.502
Licensed Practical/Vocational Nurses,United States,North Carolina,20739,804,10839,8205,,,444,,2996,5159,4875,4427,3282,1974,18765,3.877,52.264,39.563,,,2.141,,14.446,24.876,23.506,21.346,15.825,9.518,90.482
Licensed Practical/Vocational Nurses,United States,North Dakota,2241,0,2084,,,,,,1055,,,381,,,2118,,92.994,,,,,,47.077,,,17.001,,,94.511
Licensed Practical/Vocational Nurses,United States,Ohio,39022,1051,27838,8654,,,,1307,8431,9081,9606,6962,4942,3300,35722,2.693,71.339,22.177,,,,3.349,21.606,23.271,24.617,17.841,12.665,8.457,91.543
Licensed Practical/Vocational Nurses,United States,Oklahoma,11853,597,7251,1634,,437,1065,815,2671,2778,2661,2554,1189,1665,10188,5.037,61.174,13.786,,3.687,8.985,6.876,22.534,23.437,22.45,21.547,10.031,14.047,85.953
Licensed Practical/Vocational Nurses,United States,Oregon,5009,491,3667,,,,,,1399,1030,991,1012,577,1076,3933,9.802,73.208,,,,,,27.93,20.563,19.784,20.204,11.519,21.481,78.519
Licensed Practical/Vocational Nurses,United States,Pennsylvania,43977,2140,31440,8337,659,,,1401,8215,9029,9626,9941,7166,4607,39370,4.866,71.492,18.958,1.499,,,3.186,18.68,20.531,21.889,22.605,16.295,10.476,89.524
Licensed Practical/Vocational Nurses,United States,Rhode Island,1633,0,1210,,,,,,,,,,,,1450,,74.097,,,,,,,,,,,,88.794
Licensed Practical/Vocational Nurses,United States,South Carolina,11114,427,5453,4894,,,,,2247,1906,2676,2506,1779,560,10554,3.842,49.064,44.035,,,,,20.218,17.15,24.078,22.548,16.007,5.039,94.961
Licensed Practical/Vocational Nurses,United States,South Dakota,1948,0,1795,,,,,,850,396,,,253,,1770,,92.146,,,,,,43.634,20.329,,,12.988,,90.862
Licensed Practical/Vocational Nurses,United States,Tennessee,24499,373,18776,4769,,,,414,4787,6010,5795,4406,3501,2481,22018,1.523,76.64,19.466,,,,1.69,19.54,24.532,23.654,17.984,14.29,10.127,89.873
Licensed Practical/Vocational Nurses,United States,Texas,69057,22641,24171,18457,2120,,,1382,14340,17035,15978,12816,8888,9279,59778,32.786,35.002,26.727,3.07,,,2.001,20.765,24.668,23.137,18.559,12.871,13.437,86.563
Licensed Practical/Vocational Nurses,United States,Utah,2447,0,2022,,,,,,952,553,508,,,482,1965,,82.632,,,,,,38.905,22.599,20.76,,,19.698,80.302
Licensed Practical/Vocational Nurses,United States,Vermont,1451,0,1443,,,,,,,,,368,220,,1371,,99.449,,,,,,,,,25.362,15.162,,94.487
Licensed Practical/Vocational Nurses,United States,Virginia,21507,1340,10151,8648,416,,,907,4296,4869,3690,4867,3785,1842,19665,6.231,47.199,40.21,1.934,,,4.217,19.975,22.639,17.157,22.63,17.599,8.565,91.435
Licensed Practical/Vocational Nurses,United States,Washington,8696,768,5226,1227,1076,,,,1609,1675,1523,2177,1712,1716,6980,8.832,60.097,14.11,12.374,,,,18.503,19.262,17.514,25.034,19.687,19.733,80.267
Licensed Practical/Vocational Nurses,United States,West Virginia,7383,0,6874,,,,,,1429,1793,1838,1177,1146,930,6453,,93.106,,,,,,19.355,24.286,24.895,15.942,15.522,12.597,87.403
Licensed Practical/Vocational Nurses,United States,Wisconsin,10979,0,8532,1376,,,,,2183,2202,1857,2643,2094,1437,9542,,77.712,12.533,,,,,19.883,20.056,16.914,24.073,19.073,13.089,86.911
Licensed Practical/Vocational Nurses,United States,Wyoming,1073,0,979,,,,,,,,,,,,933,,91.24,,,,,,,,,,,,86.952
Licensed Practical/Vocational Nurses,United States,All States,757983,95881,399577,198930,37432,1658,4348,20157,152486,173948,168303,155352,107894,92136,665847,12.649,52.716,26.245,4.938,0.219,0.574,2.659,20.117,22.949,22.204,20.495,14.234,12.155,87.845
Medical and Clinical Laboratory Technologists & Technicians,United States,Alabama,4896,0,2650,1911,,,,,1133,1542,820,865,536,770,4126,,54.126,39.032,,,,,23.141,31.495,16.748,17.667,10.948,15.727,84.273
Medical and Clinical Laboratory Technologists & Technicians,United States,Alaska,633,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical and Clinical Laboratory Technologists & Technicians,United States,Arizona,6792,1320,3849,815,474,,,,1559,1747,1083,1387,1016,2378,4414,19.435,56.67,11.999,6.979,,,,22.953,25.721,15.945,20.421,14.959,35.012,64.988
Medical and Clinical Laboratory Technologists & Technicians,United States,Arkansas,2825,0,2148,,,,,,725,614,799,529,,988,1837,,76.035,,,,,,25.664,21.735,28.283,18.726,,34.973,65.027
Medical and Clinical Laboratory Technologists & Technicians,United States,California,31349,9022,7683,2473,10642,,,1263,7833,7680,6170,5981,3685,12116,19233,28.779,24.508,7.889,33.947,,,4.029,24.986,24.498,19.682,19.079,11.755,38.649,61.351
Medical and Clinical Laboratory Technologists & Technicians,United States,Colorado,5025,888,3248,,,,,,1869,1000,936,584,636,1500,3525,17.672,64.637,,,,,,37.194,19.9,18.627,11.622,12.657,29.851,70.149
Medical and Clinical Laboratory Technologists & Technicians,United States,Connecticut,3604,699,2134,,301,,,,801,478,1013,748,564,908,2696,19.395,59.212,,8.352,,,,22.225,13.263,28.108,20.755,15.649,25.194,74.806
Medical and Clinical Laboratory Technologists & Technicians,United States,Delaware,886,0,453,,,,,,,,,,,,742,,51.129,,,,,,,,,,,,83.747
Medical and Clinical Laboratory Technologists & Technicians,United States,District of Columbia,878,0,,548,,,,,,,,,,336,542,,,62.415,,,,,,,,,,38.269,61.731
Medical and Clinical Laboratory Technologists & Technicians,United States,Florida,21989,5275,9933,4088,1691,,,834,4270,4707,4065,5089,3858,6691,15298,23.989,45.173,18.591,7.69,,,3.793,19.419,21.406,18.487,23.143,17.545,30.429,69.571
Medical and Clinical Laboratory Technologists & Technicians,United States,Georgia,11826,424,4770,5702,763,,,,2305,2788,2584,2630,1519,2681,9145,3.585,40.335,48.216,6.452,,,,19.491,23.575,21.85,22.239,12.845,22.67,77.33
Medical and Clinical Laboratory Technologists & Technicians,United States,Hawaii,1310,0,,,820,,,,230,498,,,,525,785,,,,62.595,,,,17.557,38.015,,,,40.076,59.924
Medical and Clinical Laboratory Technologists & Technicians,United States,Idaho,1508,0,1310,,,,,,,,,,,,1141,,86.87,,,,,,,,,,,,75.663
Medical and Clinical Laboratory Technologists & Technicians,United States,Illinois,11584,1256,7021,1398,1664,,,,3280,2102,1730,2423,2049,3186,8398,10.843,60.609,12.068,14.365,,,,28.315,18.146,14.934,20.917,17.688,27.503,72.497
Medical and Clinical Laboratory Technologists & Technicians,United States,Indiana,5751,0,4288,545,,,,,1268,1333,1096,1104,950,1215,4536,,74.561,9.477,,,,,22.048,23.179,19.058,19.197,16.519,21.127,78.873
Medical and Clinical Laboratory Technologists & Technicians,United States,Iowa,3948,0,2973,,,,,,1259,1287,393,690,319,981,2967,,75.304,,,,,,31.89,32.599,9.954,17.477,8.08,24.848,75.152
Medical and Clinical Laboratory Technologists & Technicians,United States,Kansas,3209,0,2327,,343,,,,764,819,615,505,506,594,2615,,72.515,,10.689,,,,23.808,25.522,19.165,15.737,15.768,18.51,81.49
Medical and Clinical Laboratory Technologists & Technicians,United States,Kentucky,4748,0,4006,,,,,,1576,764,916,859,633,1048,3700,,84.372,,,,,,33.193,16.091,19.292,18.092,13.332,22.072,77.928
Medical and Clinical Laboratory Technologists & Technicians,United States,Louisiana,4562,0,2826,1305,,,,,1209,943,1043,639,728,991,3571,,61.947,28.606,,,,,26.502,20.671,22.863,14.007,15.958,21.723,78.277
Medical and Clinical Laboratory Technologists & Technicians,United States,Maine,1862,0,1402,,,,,,,,,319,,,1329,,75.295,,,,,,,,,17.132,,,71.375
Medical and Clinical Laboratory Technologists & Technicians,United States,Maryland,6488,0,2295,2448,1070,,,,1765,1006,1340,1599,778,1837,4651,,35.373,37.731,16.492,,,,27.204,15.506,20.654,24.645,11.991,28.314,71.686
Medical and Clinical Laboratory Technologists & Technicians,United States,Massachusetts,9699,897,6447,876,1091,,,,2802,1627,1295,2104,1871,2643,7056,9.248,66.471,9.032,11.249,,,,28.89,16.775,13.352,21.693,19.291,27.25,72.75
Medical and Clinical Laboratory Technologists & Technicians,United States,Michigan,10451,497,7695,1196,478,,,480,2937,2289,1894,1643,1688,2296,8155,4.756,73.629,11.444,4.574,,,4.593,28.103,21.902,18.123,15.721,16.152,21.969,78.031
Medical and Clinical Laboratory Technologists & Technicians,United States,Minnesota,9494,,6899,1245,,,,,2558,2148,2479,1456,853,3104,6390,,72.667,13.114,,,,,26.943,22.625,26.111,15.336,8.985,32.694,67.306
Medical and Clinical Laboratory Technologists & Technicians,United States,Mississippi,3948,,2245,1488,,,,,570,942,1220,802,,962,2986,,56.864,37.69,,,,,14.438,23.86,30.902,20.314,,24.367,75.633
Medical and Clinical Laboratory Technologists & Technicians,United States,Missouri,6757,,5041,1204,,,,,1914,1360,1035,1210,1238,1500,5257,,74.604,17.819,,,,,28.326,20.127,15.317,17.907,18.322,22.199,77.801
Medical and Clinical Laboratory Technologists & Technicians,United States,Montana,1741,,1495,,,,,,,,,,,,1264,,85.87,,,,,,,,,,,,72.602
Medical and Clinical Laboratory Technologists & Technicians,United States,Nebraska,1929,,1620,,,,,,721,,,298,241,470,1459,,83.981,,,,,,37.377,,,15.448,12.494,24.365,75.635
Medical and Clinical Laboratory Technologists & Technicians,United States,Nevada,2417,565,841,,616,,,,666,280,646,570,255,802,1615,23.376,34.795,,25.486,,,,27.555,11.585,26.727,23.583,10.55,33.182,66.818
Medical and Clinical Laboratory Technologists & Technicians,United States,New Hampshire,1182,,969,,,,,,,,,,322,,922,,81.98,,,,,,,,,,27.242,,78.003
Medical and Clinical Laboratory Technologists & Technicians,United States,New Jersey,11440,1813,4512,2038,2802,,,,2223,2688,2201,1930,2398,3424,8016,15.848,39.441,17.815,24.493,,,,19.432,23.497,19.24,16.871,20.962,29.93,70.07
Medical and Clinical Laboratory Technologists & Technicians,United States,New Mexico,1721,696,692,,,,,,,485,413,353,,557,1164,40.442,40.209,,,,,,,28.181,23.998,20.511,,32.365,67.635
Medical and Clinical Laboratory Technologists & Technicians,United States,New York,21209,3323,9280,3145,4528,,,879,4262,4910,4079,4670,3288,8085,13124,15.668,43.755,14.829,21.349,,,4.144,20.095,23.151,19.232,22.019,15.503,38.121,61.879
Medical and Clinical Laboratory Technologists & Technicians,United States,North Carolina,13573,658,7363,3914,773,,,561,3045,3483,2529,2872,1644,3165,10408,4.848,54.247,28.837,5.695,,,4.133,22.434,25.661,18.633,21.16,12.112,23.318,76.682
Medical and Clinical Laboratory Technologists & Technicians,United States,North Dakota,1612,,1338,,,,,,,,,,,,1139,,83.002,,,,,,,,,,,,70.658
Medical and Clinical Laboratory Technologists & Technicians,United States,Ohio,13203,660,9730,1496,734,,,,3443,2863,2517,2194,2186,2717,10486,4.999,73.695,11.331,5.559,,,,26.077,21.684,19.064,16.617,16.557,20.579,79.421
Medical and Clinical Laboratory Technologists & Technicians,United States,Oklahoma,3677,,2424,317,284,,,,789,1010,517,859,502,1447,2230,,65.923,8.621,7.724,,,,21.458,27.468,14.06,23.361,13.652,39.353,60.647
Medical and Clinical Laboratory Technologists & Technicians,United States,Oregon,4836,,3600,,322,,,,1820,943,883,760,,1242,3594,,74.442,,6.658,,,,37.634,19.5,18.259,15.715,,25.682,74.318
Medical and Clinical Laboratory Technologists & Technicians,United States,Pennsylvania,14187,578,10890,1931,540,,,243,2750,2527,2521,3508,2881,2889,11298,4.074,76.76,13.611,3.806,,,1.713,19.384,17.812,17.77,24.727,20.307,20.364,79.636
Medical and Clinical Laboratory Technologists & Technicians,United States,Rhode Island,1800,,1183,,,,,,,287,,,501,443,1357,,65.722,,,,,,,15.944,,,27.833,24.611,75.389
Medical and Clinical Laboratory Technologists & Technicians,United States,South Carolina,4547,,2514,1499,,,,,1131,1058,956,851,551,718,3829,,55.289,32.967,,,,,24.874,23.268,21.025,18.716,12.118,15.791,84.209
Medical and Clinical Laboratory Technologists & Technicians,United States,South Dakota,1092,,829,,,,,,,,,,,,1013,,75.916,,,,,,,,,,,,92.766
Medical and Clinical Laboratory Technologists & Technicians,United States,Tennessee,7606,,4859,2091,,,,,1258,1598,1661,1888,1201,1804,5802,,63.884,27.491,,,,,16.54,21.01,21.838,24.823,15.79,23.718,76.282
Medical and Clinical Laboratory Technologists & Technicians,United States,Texas,25844,8383,9013,4870,3031,,,,6922,6716,4551,4638,3017,6797,19047,32.437,34.875,18.844,11.728,,,,26.784,25.987,17.61,17.946,11.674,26.3,73.7
Medical and Clinical Laboratory Technologists & Technicians,United States,Utah,3120,,2335,,,,,,1282,779,,337,367,1221,1899,,74.84,,,,,,41.09,24.968,,10.801,11.763,39.135,60.865
Medical and Clinical Laboratory Technologists & Technicians,United States,Vermont,999,,918,,,,,,,,,,,,849,,91.892,,,,,,,,,,,,84.985
Medical and Clinical Laboratory Technologists & Technicians,United States,Virginia,8539,907,4538,2023,995,,,,2432,2517,1114,1475,1001,2195,6344,10.622,53.144,23.691,11.652,,,,28.481,29.477,13.046,17.274,11.723,25.706,74.294
Medical and Clinical Laboratory Technologists & Technicians,United States,Washington,7157,480,4395,,1646,,,337,1898,1815,1361,1041,1042,2261,4896,6.707,61.408,,22.998,,,4.709,26.519,25.36,19.016,14.545,14.559,31.591,68.409
Medical and Clinical Laboratory Technologists & Technicians,United States,West Virginia,1822,,1646,,,,,,,,349,293,414,781,1041,,90.34,,,,,,,,19.155,16.081,22.722,42.865,57.135
Medical and Clinical Laboratory Technologists & Technicians,United States,Wisconsin,6771,,5412,,,,,,1749,1457,1245,1466,854,1722,5049,,79.929,,,,,,25.831,21.518,18.387,21.651,12.613,25.432,74.568
Medical and Clinical Laboratory Technologists & Technicians,United States,Wyoming,373,,342,,,,,,,,,,,,,,91.689,,,,,,,,,,,,
